work_year,job_title,skills,experience_level,salary_usd,company_location,remote_ratio,industry
2023,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,106697,India,25,Cloud Services
2021,Cloud Engineer,"Java, Spring Boot, Microservices",Entry,110168,UK,100,Cloud Services
2020,Data Analyst,"SQL, Excel, Power BI",Senior,64139,India,75,Finance
2022,Software Engineer,"AWS, Azure, Cloud Computing",Mid,141805,Germany,50,Cloud Services
2024,Data Analyst,"Java, Spring Boot, Microservices",Entry,85571,Germany,25,Healthcare
2021,AI Engineer,"Python, SQL, Machine Learning",Senior,90502,India,50,Finance
2020,ML Engineer,"Python, NLP, PyTorch",Senior,143510,Canada,0,IT
2021,Business Analyst,"Python, NLP, PyTorch",Senior,144231,Germany,75,Finance
2021,AI Engineer,"AWS, Azure, Cloud Computing",Entry,124719,India,100,Healthcare
2024,AI Engineer,"Java, Spring Boot, Microservices",Senior,111813,India,75,E-commerce
2021,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,149745,US,25,Cloud Services
2024,Data Scientist,"Java, Spring Boot, Microservices",Senior,67263,Germany,25,IT
2023,ML Engineer,"Python, TensorFlow, Deep Learning",Senior,90340,UK,25,Healthcare
2022,ML Engineer,"Java, Spring Boot, Microservices",Entry,132795,India,50,Finance
2023,ML Engineer,"SQL, Excel, Power BI",Entry,121579,India,100,Healthcare
2022,Data Analyst,"SQL, Excel, Power BI",Entry,83520,US,0,Finance
2023,Cloud Engineer,"Python, SQL, Machine Learning",Mid,72325,UK,0,Cloud Services
2021,Data Scientist,"Python, NLP, PyTorch",Senior,120246,UK,50,Healthcare
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,129270,UK,25,Cloud Services
2024,Data Scientist,"Python, SQL, Machine Learning",Senior,90003,Germany,25,Healthcare
2020,Business Analyst,"Python, TensorFlow, Deep Learning",Senior,149429,India,0,Finance
2023,ML Engineer,"AWS, Azure, Cloud Computing",Mid,70681,Germany,100,Healthcare
2024,Software Engineer,"AWS, Azure, Cloud Computing",Mid,132416,UK,50,E-commerce
2020,AI Engineer,"AWS, Azure, Cloud Computing",Senior,74983,UK,75,IT
2022,Software Engineer,"Python, TensorFlow, Deep Learning",Entry,61782,India,100,Healthcare
2023,Software Engineer,"Python, SQL, Machine Learning",Senior,67725,India,100,Finance
2024,Business Analyst,"AWS, Azure, Cloud Computing",Senior,121919,Australia,25,Healthcare
2024,Data Analyst,"SQL, Excel, Power BI",Entry,104801,Germany,75,Finance
2023,Software Engineer,"Statistics, R, Data Visualization",Senior,90368,US,75,IT
2022,Business Analyst,"AWS, Azure, Cloud Computing",Entry,90210,Germany,0,IT
2024,Business Analyst,"Statistics, R, Data Visualization",Senior,122118,UK,0,IT
2022,AI Engineer,"SQL, Excel, Power BI",Mid,107076,Germany,75,Finance
2022,Software Engineer,"Statistics, R, Data Visualization",Entry,131594,UK,75,Cloud Services
2020,Data Scientist,"Python, SQL, Machine Learning",Mid,76767,US,100,IT
2022,Cloud Engineer,"SQL, Excel, Power BI",Mid,107776,UK,0,E-commerce
2023,Data Analyst,"Python, SQL, Machine Learning",Senior,149894,Australia,100,Finance
2024,Data Analyst,"Java, Spring Boot, Microservices",Senior,138015,Germany,100,Cloud Services
2023,Software Engineer,"Python, TensorFlow, Deep Learning",Entry,120355,Australia,75,IT
2024,Data Scientist,"Java, Spring Boot, Microservices",Senior,141295,Canada,50,IT
2021,ML Engineer,"AWS, Azure, Cloud Computing",Mid,110535,Australia,100,Healthcare
2020,Data Analyst,"Python, SQL, Machine Learning",Entry,131790,Australia,75,Healthcare
2020,Business Analyst,"SQL, Excel, Power BI",Senior,121201,Germany,100,Healthcare
2020,Cloud Engineer,"SQL, Excel, Power BI",Mid,102404,India,75,IT
2020,AI Engineer,"Statistics, R, Data Visualization",Senior,64329,Canada,75,IT
2022,Data Scientist,"Java, Spring Boot, Microservices",Senior,118390,India,50,Cloud Services
2021,Cloud Engineer,"Python, SQL, Machine Learning",Senior,135549,Canada,0,IT
2021,Data Analyst,"Python, NLP, PyTorch",Senior,69192,US,25,Finance
2021,AI Engineer,"AWS, Azure, Cloud Computing",Senior,61667,Australia,50,Cloud Services
2022,AI Engineer,"Python, TensorFlow, Deep Learning",Senior,128243,Canada,25,Cloud Services
2023,Software Engineer,"AWS, Azure, Cloud Computing",Entry,83554,Australia,25,Healthcare
2021,Data Analyst,"AWS, Azure, Cloud Computing",Entry,132733,Australia,75,Finance
2023,AI Engineer,"Python, NLP, PyTorch",Mid,76118,Germany,50,Cloud Services
2023,Software Engineer,"Python, TensorFlow, Deep Learning",Mid,79498,India,0,Healthcare
2022,AI Engineer,"Java, Spring Boot, Microservices",Mid,135414,UK,50,Finance
2022,Business Analyst,"Java, Spring Boot, Microservices",Mid,127385,Canada,100,IT
2022,Software Engineer,"AWS, Azure, Cloud Computing",Senior,86599,Canada,50,IT
2021,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,110096,India,0,Finance
2024,AI Engineer,"Python, SQL, Machine Learning",Entry,114155,Australia,25,IT
2022,Data Scientist,"Python, TensorFlow, Deep Learning",Entry,112607,Canada,50,Healthcare
2024,Data Scientist,"Java, Spring Boot, Microservices",Entry,137015,Australia,50,Healthcare
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,65992,Canada,0,Cloud Services
2022,Data Analyst,"Python, NLP, PyTorch",Mid,83262,Germany,25,Healthcare
2023,Software Engineer,"Python, SQL, Machine Learning",Senior,120946,India,0,Cloud Services
2022,Software Engineer,"Python, TensorFlow, Deep Learning",Mid,80318,India,100,Finance
2024,Business Analyst,"Python, NLP, PyTorch",Mid,78486,Canada,100,Cloud Services
2023,Data Scientist,"Python, NLP, PyTorch",Mid,82578,India,100,E-commerce
2023,ML Engineer,"Python, TensorFlow, Deep Learning",Senior,72325,Australia,0,Finance
2021,AI Engineer,"Python, NLP, PyTorch",Senior,106274,Australia,0,Healthcare
2023,ML Engineer,"AWS, Azure, Cloud Computing",Entry,121837,Germany,25,Cloud Services
2023,Software Engineer,"Java, Spring Boot, Microservices",Senior,92589,Germany,100,E-commerce
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,73843,Australia,50,Cloud Services
2022,Data Analyst,"Python, NLP, PyTorch",Mid,125452,Australia,0,Cloud Services
2020,Data Analyst,"Python, NLP, PyTorch",Entry,76410,Germany,75,Finance
2024,Software Engineer,"SQL, Excel, Power BI",Mid,88496,US,25,IT
2021,ML Engineer,"Python, TensorFlow, Deep Learning",Entry,83977,UK,100,Cloud Services
2021,AI Engineer,"Python, NLP, PyTorch",Mid,119632,India,0,Finance
2021,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,64892,UK,50,Healthcare
2020,Cloud Engineer,"SQL, Excel, Power BI",Senior,112783,Australia,25,E-commerce
2022,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,70288,Germany,75,IT
2022,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,99695,US,25,IT
2023,Business Analyst,"Java, Spring Boot, Microservices",Senior,82996,Germany,0,Finance
2024,Data Scientist,"Python, NLP, PyTorch",Mid,81458,Canada,25,E-commerce
2023,Cloud Engineer,"Statistics, R, Data Visualization",Mid,107203,Canada,25,Healthcare
2021,AI Engineer,"Python, SQL, Machine Learning",Mid,135268,US,25,IT
2022,ML Engineer,"Python, NLP, PyTorch",Senior,128778,Germany,100,IT
2020,ML Engineer,"AWS, Azure, Cloud Computing",Mid,83808,UK,25,E-commerce
2024,AI Engineer,"AWS, Azure, Cloud Computing",Senior,76655,Australia,75,Finance
2024,Software Engineer,"AWS, Azure, Cloud Computing",Mid,88313,Australia,0,Healthcare
2020,Cloud Engineer,"SQL, Excel, Power BI",Entry,85765,Australia,50,IT
2020,Software Engineer,"SQL, Excel, Power BI",Entry,82981,India,25,IT
2021,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,127345,Germany,25,Finance
2022,ML Engineer,"Python, NLP, PyTorch",Mid,118269,US,75,Healthcare
2022,Data Scientist,"Statistics, R, Data Visualization",Mid,115038,India,50,Finance
2022,Data Analyst,"Statistics, R, Data Visualization",Mid,88785,Canada,75,Finance
2023,Business Analyst,"SQL, Excel, Power BI",Senior,69933,Canada,100,E-commerce
2024,Cloud Engineer,"Java, Spring Boot, Microservices",Entry,77205,Canada,50,IT
2023,ML Engineer,"Python, SQL, Machine Learning",Senior,70175,Canada,75,Healthcare
2020,Software Engineer,"Python, TensorFlow, Deep Learning",Entry,62480,US,0,Healthcare
2022,ML Engineer,"Statistics, R, Data Visualization",Mid,125338,Canada,25,Finance
2023,ML Engineer,"AWS, Azure, Cloud Computing",Senior,85656,Canada,75,Healthcare
2022,Software Engineer,"Python, NLP, PyTorch",Senior,86756,Canada,25,Healthcare
2022,AI Engineer,"SQL, Excel, Power BI",Mid,91394,Australia,50,Cloud Services
2023,ML Engineer,"Python, SQL, Machine Learning",Mid,115843,India,25,Healthcare
2021,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,75929,Australia,50,IT
2024,AI Engineer,"Statistics, R, Data Visualization",Senior,85167,US,75,Finance
2024,AI Engineer,"Python, TensorFlow, Deep Learning",Senior,137656,Australia,25,IT
2022,Data Scientist,"Python, TensorFlow, Deep Learning",Senior,138624,US,25,Healthcare
2023,AI Engineer,"Java, Spring Boot, Microservices",Entry,60180,Australia,75,Cloud Services
2023,Software Engineer,"AWS, Azure, Cloud Computing",Senior,116142,Germany,50,E-commerce
2020,Business Analyst,"Java, Spring Boot, Microservices",Senior,143350,US,0,IT
2024,Data Analyst,"SQL, Excel, Power BI",Mid,96549,US,100,Cloud Services
2021,Cloud Engineer,"SQL, Excel, Power BI",Senior,144665,US,50,IT
2022,Data Scientist,"Statistics, R, Data Visualization",Entry,101935,Germany,0,E-commerce
2020,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,111322,UK,75,IT
2020,ML Engineer,"Python, NLP, PyTorch",Mid,131139,UK,0,Healthcare
2023,ML Engineer,"Statistics, R, Data Visualization",Senior,120992,UK,0,Finance
2020,Data Scientist,"SQL, Excel, Power BI",Mid,79098,India,50,Healthcare
2023,Cloud Engineer,"SQL, Excel, Power BI",Mid,115628,US,25,Healthcare
2020,Data Analyst,"Java, Spring Boot, Microservices",Senior,124432,Canada,100,Cloud Services
2020,ML Engineer,"Python, NLP, PyTorch",Entry,129346,India,0,E-commerce
2020,ML Engineer,"AWS, Azure, Cloud Computing",Entry,135454,Australia,75,Healthcare
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,113539,US,0,Cloud Services
2022,Cloud Engineer,"SQL, Excel, Power BI",Mid,143675,India,25,E-commerce
2022,Business Analyst,"Python, SQL, Machine Learning",Entry,134425,UK,0,Finance
2024,Software Engineer,"Statistics, R, Data Visualization",Mid,64068,US,100,Finance
2023,Data Analyst,"Statistics, R, Data Visualization",Senior,144812,India,0,Healthcare
2023,AI Engineer,"SQL, Excel, Power BI",Senior,118917,UK,0,IT
2023,Data Scientist,"Java, Spring Boot, Microservices",Senior,135573,Canada,75,Cloud Services
2021,ML Engineer,"AWS, Azure, Cloud Computing",Mid,74683,Germany,25,Finance
2023,Cloud Engineer,"AWS, Azure, Cloud Computing",Entry,70947,Germany,75,Healthcare
2022,Cloud Engineer,"Java, Spring Boot, Microservices",Entry,131007,Australia,50,Cloud Services
2023,Data Analyst,"Python, SQL, Machine Learning",Mid,113122,US,100,Finance
2020,Data Scientist,"Python, NLP, PyTorch",Entry,99715,India,50,IT
2022,AI Engineer,"SQL, Excel, Power BI",Entry,104548,Australia,50,Healthcare
2023,Business Analyst,"SQL, Excel, Power BI",Mid,71528,Australia,50,E-commerce
2020,Cloud Engineer,"Python, SQL, Machine Learning",Entry,98901,Australia,100,E-commerce
2023,ML Engineer,"Statistics, R, Data Visualization",Entry,122650,India,0,Finance
2024,Business Analyst,"AWS, Azure, Cloud Computing",Senior,130472,India,25,IT
2020,AI Engineer,"Python, SQL, Machine Learning",Mid,146949,UK,0,Finance
2022,Software Engineer,"AWS, Azure, Cloud Computing",Mid,80047,Australia,0,Healthcare
2023,Software Engineer,"AWS, Azure, Cloud Computing",Entry,145344,US,50,E-commerce
2022,Data Scientist,"Statistics, R, Data Visualization",Entry,148969,India,100,E-commerce
2021,ML Engineer,"Python, NLP, PyTorch",Entry,126273,UK,25,Finance
2023,Software Engineer,"Python, SQL, Machine Learning",Senior,128665,US,50,Healthcare
2022,AI Engineer,"Java, Spring Boot, Microservices",Entry,146110,Australia,75,Healthcare
2023,Data Analyst,"SQL, Excel, Power BI",Mid,85795,India,100,Cloud Services
2021,AI Engineer,"Statistics, R, Data Visualization",Senior,108964,Australia,0,Healthcare
2022,Business Analyst,"Java, Spring Boot, Microservices",Senior,67216,Australia,0,Cloud Services
2023,AI Engineer,"AWS, Azure, Cloud Computing",Entry,82514,US,50,E-commerce
2023,Software Engineer,"Python, NLP, PyTorch",Entry,141783,US,100,Healthcare
2023,Cloud Engineer,"Statistics, R, Data Visualization",Entry,117418,Canada,100,Cloud Services
2021,Cloud Engineer,"Python, NLP, PyTorch",Senior,131916,India,75,IT
2024,Software Engineer,"Python, NLP, PyTorch",Senior,146797,Canada,100,IT
2023,Data Scientist,"Statistics, R, Data Visualization",Senior,68765,US,25,IT
2021,Business Analyst,"AWS, Azure, Cloud Computing",Mid,78939,Canada,75,Healthcare
2024,AI Engineer,"Java, Spring Boot, Microservices",Entry,142817,Canada,75,Cloud Services
2021,Business Analyst,"AWS, Azure, Cloud Computing",Senior,144578,Australia,50,Cloud Services
2020,ML Engineer,"Statistics, R, Data Visualization",Entry,70104,US,100,E-commerce
2024,Data Analyst,"Statistics, R, Data Visualization",Senior,147465,Canada,0,E-commerce
2023,Cloud Engineer,"Python, NLP, PyTorch",Senior,120382,Germany,0,Finance
2024,Cloud Engineer,"Statistics, R, Data Visualization",Mid,119256,US,75,Cloud Services
2021,Software Engineer,"AWS, Azure, Cloud Computing",Senior,89362,Canada,75,Finance
2024,Data Scientist,"Java, Spring Boot, Microservices",Entry,110606,UK,0,E-commerce
2023,ML Engineer,"Statistics, R, Data Visualization",Entry,78244,Germany,50,Finance
2024,Data Scientist,"Python, NLP, PyTorch",Senior,124145,Canada,100,Cloud Services
2020,Business Analyst,"AWS, Azure, Cloud Computing",Entry,61045,UK,25,Finance
2024,Software Engineer,"Statistics, R, Data Visualization",Mid,76438,Canada,75,Healthcare
2024,Business Analyst,"Java, Spring Boot, Microservices",Mid,124923,India,25,Healthcare
2024,Data Scientist,"Python, TensorFlow, Deep Learning",Entry,136879,Germany,0,Healthcare
2021,AI Engineer,"Python, SQL, Machine Learning",Senior,68831,Germany,75,Cloud Services
2021,Business Analyst,"Python, SQL, Machine Learning",Mid,80850,UK,50,Cloud Services
2020,AI Engineer,"Python, TensorFlow, Deep Learning",Mid,81748,Australia,50,Finance
2023,AI Engineer,"Python, SQL, Machine Learning",Senior,110786,Germany,0,Finance
2023,Data Scientist,"Python, NLP, PyTorch",Senior,102391,US,75,E-commerce
2024,Data Analyst,"Statistics, R, Data Visualization",Mid,133160,Germany,75,Cloud Services
2022,Data Scientist,"AWS, Azure, Cloud Computing",Mid,119587,Australia,100,Cloud Services
2024,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,115386,Canada,75,E-commerce
2024,Software Engineer,"Python, SQL, Machine Learning",Mid,94306,India,100,E-commerce
2023,Data Analyst,"SQL, Excel, Power BI",Senior,102116,Australia,50,Finance
2021,AI Engineer,"Python, SQL, Machine Learning",Entry,64670,India,0,Finance
2024,Data Scientist,"Python, SQL, Machine Learning",Entry,132731,Australia,100,Finance
2022,Software Engineer,"Python, NLP, PyTorch",Entry,115484,US,50,Finance
2021,Software Engineer,"AWS, Azure, Cloud Computing",Mid,84170,Germany,50,E-commerce
2020,ML Engineer,"Python, SQL, Machine Learning",Entry,86944,Canada,50,Healthcare
2021,Business Analyst,"Python, SQL, Machine Learning",Entry,145169,US,0,IT
2022,Software Engineer,"Python, SQL, Machine Learning",Senior,118036,Australia,50,Finance
2024,ML Engineer,"Python, NLP, PyTorch",Entry,120860,Canada,50,Finance
2023,Software Engineer,"SQL, Excel, Power BI",Mid,101218,UK,25,E-commerce
2022,Data Analyst,"AWS, Azure, Cloud Computing",Mid,137007,Canada,75,Finance
2024,Software Engineer,"Python, SQL, Machine Learning",Senior,79357,Canada,25,E-commerce
2023,Business Analyst,"Statistics, R, Data Visualization",Senior,113109,India,100,Finance
2023,Data Scientist,"Python, TensorFlow, Deep Learning",Senior,78341,Australia,75,IT
2023,Data Scientist,"Statistics, R, Data Visualization",Senior,137385,Australia,100,Cloud Services
2023,Software Engineer,"AWS, Azure, Cloud Computing",Senior,135491,Australia,0,Cloud Services
2023,Software Engineer,"Java, Spring Boot, Microservices",Mid,149374,UK,100,Cloud Services
2022,Data Scientist,"Java, Spring Boot, Microservices",Entry,137040,Germany,75,Cloud Services
2020,Cloud Engineer,"Python, NLP, PyTorch",Mid,144521,UK,75,Cloud Services
2021,Data Scientist,"AWS, Azure, Cloud Computing",Mid,86913,US,0,E-commerce
2022,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,74502,Germany,0,Finance
2020,AI Engineer,"AWS, Azure, Cloud Computing",Mid,76332,Canada,25,Cloud Services
2020,Cloud Engineer,"Python, NLP, PyTorch",Entry,83720,Canada,25,Cloud Services
2020,ML Engineer,"Python, NLP, PyTorch",Entry,90712,Germany,75,Finance
2024,Business Analyst,"Python, SQL, Machine Learning",Senior,144581,Canada,0,Finance
2020,ML Engineer,"Python, SQL, Machine Learning",Mid,110260,Canada,75,Healthcare
2022,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,129443,UK,100,E-commerce
2023,Data Analyst,"Python, SQL, Machine Learning",Senior,117760,Canada,100,E-commerce
2024,Data Analyst,"Python, SQL, Machine Learning",Mid,71140,UK,0,Finance
2023,ML Engineer,"Statistics, R, Data Visualization",Senior,67409,India,100,E-commerce
2022,Data Analyst,"Python, NLP, PyTorch",Entry,98279,Germany,50,IT
2024,Data Scientist,"Python, SQL, Machine Learning",Mid,120968,India,25,IT
2021,Software Engineer,"SQL, Excel, Power BI",Entry,142832,Germany,50,Finance
2020,Data Scientist,"AWS, Azure, Cloud Computing",Entry,138081,Australia,75,Cloud Services
2021,Data Scientist,"Python, SQL, Machine Learning",Senior,142657,Australia,100,Healthcare
2022,Software Engineer,"Python, NLP, PyTorch",Senior,138224,India,0,IT
2022,AI Engineer,"Python, SQL, Machine Learning",Entry,137200,Australia,25,Cloud Services
2021,Business Analyst,"Java, Spring Boot, Microservices",Senior,141718,UK,100,IT
2020,AI Engineer,"Python, TensorFlow, Deep Learning",Mid,102846,Australia,0,Cloud Services
2024,Data Analyst,"Statistics, R, Data Visualization",Entry,95756,Australia,25,IT
2021,Business Analyst,"Python, SQL, Machine Learning",Entry,140728,Australia,75,E-commerce
2022,Software Engineer,"Python, TensorFlow, Deep Learning",Entry,78777,India,50,Healthcare
2022,ML Engineer,"AWS, Azure, Cloud Computing",Entry,138578,Germany,75,Healthcare
2023,Business Analyst,"Statistics, R, Data Visualization",Mid,119195,UK,50,Finance
2024,ML Engineer,"Python, NLP, PyTorch",Senior,88034,Australia,75,Cloud Services
2024,AI Engineer,"Python, SQL, Machine Learning",Entry,62982,India,100,Healthcare
2021,Software Engineer,"Python, TensorFlow, Deep Learning",Senior,128798,Australia,0,Finance
2023,AI Engineer,"Python, NLP, PyTorch",Senior,104116,Australia,100,Cloud Services
2020,ML Engineer,"SQL, Excel, Power BI",Senior,122990,India,75,IT
2023,Software Engineer,"Statistics, R, Data Visualization",Mid,80551,UK,75,E-commerce
2020,Data Scientist,"Java, Spring Boot, Microservices",Entry,97596,Australia,50,Cloud Services
2023,ML Engineer,"Java, Spring Boot, Microservices",Entry,122452,Australia,75,Cloud Services
